result_set,sentiment_index_family,sentiment_index_label,sentiment_regressor,macro_orthogonalized_flag,main_specification_flag,dependent_variable,model,return_horizon_months,return_leg,sort_variable,sentiment_prone_direction,sentiment_prone_interpretation,term,coef,std_error,t_stat,n_obs,r2,standard_error_type,hac_lags,bootstrap_std_error,bootstrap_t_stat,bootstrap_p_value,bootstrap_repetitions,bootstrap_block_length,bootstrap_seed,bootstrap_valid_repetitions,sentiment_term_flag,expected_coef_sign,expected_signed_t_stat,expected_signed_bootstrap_t_stat,theory_consistent_sign,theory_consistent_hac_5pct,theory_consistent_bootstrap_5pct,mechanical_overlap_warning,mechanical_overlap_note
sentiment_innovation_directional_spread,dividend_premium_macro_adjusted_fixed_pca_innovation,SENT_ORTH_DIV_PREMIUM_INNOVATION,SENT_ORTH_DIV_PREMIUM_innovation_lag,True,False,portfolio_return_window,portfolio_return_window_on_SENT_ORTH_DIV_PREMIUM_innovation_lag_and_factors,1,directional_spread,E_plus_BE,low_minus_high,low_profitability,intercept,-0.9764681961103358,0.30840818923679725,-3.16615521308547,255,0.0907793412457506,HAC_Newey_West,4,0.31816604941651155,-3.069052144001826,0.008,1000,6,20260510,1000,False,,,,False,False,False,False,
sentiment_innovation_directional_spread,dividend_premium_macro_adjusted_fixed_pca_innovation,SENT_ORTH_DIV_PREMIUM_INNOVATION,SENT_ORTH_DIV_PREMIUM_innovation_lag,True,False,portfolio_return_window,portfolio_return_window_on_SENT_ORTH_DIV_PREMIUM_innovation_lag_and_factors,1,directional_spread,E_plus_BE,low_minus_high,low_profitability,SENT_ORTH_DIV_PREMIUM_innovation_lag,0.1791214561956041,0.5690249816604386,0.31478662970634474,255,0.0907793412457506,HAC_Newey_West,4,0.6250083890397857,0.2865904831626218,0.77,1000,6,20260510,1000,True,-1.0,-0.31478662970634474,-0.2865904831626218,False,False,False,False,
sentiment_innovation_directional_spread,dividend_premium_macro_adjusted_fixed_pca_innovation,SENT_ORTH_DIV_PREMIUM_INNOVATION,SENT_ORTH_DIV_PREMIUM_innovation_lag,True,False,portfolio_return_window,portfolio_return_window_on_SENT_ORTH_DIV_PREMIUM_innovation_lag_and_factors,1,directional_spread,E_plus_BE,low_minus_high,low_profitability,RMRF,-0.009373706988818299,0.0541901719235298,-0.17297798947834972,255,0.0907793412457506,HAC_Newey_West,4,0.057053257387872425,-0.16429749006427158,0.858,1000,6,20260510,1000,False,,,,False,False,False,False,
sentiment_innovation_directional_spread,dividend_premium_macro_adjusted_fixed_pca_innovation,SENT_ORTH_DIV_PREMIUM_INNOVATION,SENT_ORTH_DIV_PREMIUM_innovation_lag,True,False,portfolio_return_window,portfolio_return_window_on_SENT_ORTH_DIV_PREMIUM_innovation_lag_and_factors,1,directional_spread,E_plus_BE,low_minus_high,low_profitability,SMB,0.2942785931715897,0.07437000269675008,3.956952837174625,255,0.0907793412457506,HAC_Newey_West,4,0.0763784556491248,3.8529005420517666,0.0,1000,6,20260510,1000,False,,,,False,False,False,False,
sentiment_innovation_directional_spread,dividend_premium_macro_adjusted_fixed_pca_innovation,SENT_ORTH_DIV_PREMIUM_INNOVATION,SENT_ORTH_DIV_PREMIUM_innovation_lag,True,False,portfolio_return_window,portfolio_return_window_on_SENT_ORTH_DIV_PREMIUM_innovation_lag_and_factors,1,directional_spread,E_plus_BE,low_minus_high,low_profitability,HML,0.059446026801735885,0.09592716202435649,0.6196996298779504,255,0.0907793412457506,HAC_Newey_West,4,0.10437960960156487,0.5695176196639528,0.536,1000,6,20260510,1000,False,,,,False,False,False,False,
sentiment_innovation_directional_spread,dividend_premium_macro_adjusted_fixed_pca_innovation,SENT_ORTH_DIV_PREMIUM_INNOVATION,SENT_ORTH_DIV_PREMIUM_innovation_lag,True,False,portfolio_return_window,portfolio_return_window_on_SENT_ORTH_DIV_PREMIUM_innovation_lag_and_factors,1,directional_spread,E_plus_BE,low_minus_high,low_profitability,UMD,-0.05336298785517273,0.04588125330136966,-1.1630673535585332,255,0.0907793412457506,HAC_Newey_West,4,0.04472660705399882,-1.1930926884471056,0.244,1000,6,20260510,1000,False,,,,False,False,False,False,
sentiment_innovation_directional_spread,dividend_premium_macro_adjusted_fixed_pca_innovation,SENT_ORTH_DIV_PREMIUM_INNOVATION,SENT_ORTH_DIV_PREMIUM_innovation_lag,True,False,portfolio_return_window,portfolio_return_window_on_SENT_ORTH_DIV_PREMIUM_innovation_lag_and_factors,1,directional_spread,GS,high_minus_low,high_sales_growth,intercept,-0.15625091487841358,0.32886546381252474,-0.4751210816332086,240,0.03581073514370259,HAC_Newey_West,4,0.32097521713501864,-0.48680055822716817,0.62,1000,6,20260510,1000,False,,,,False,False,False,False,
sentiment_innovation_directional_spread,dividend_premium_macro_adjusted_fixed_pca_innovation,SENT_ORTH_DIV_PREMIUM_INNOVATION,SENT_ORTH_DIV_PREMIUM_innovation_lag,True,False,portfolio_return_window,portfolio_return_window_on_SENT_ORTH_DIV_PREMIUM_innovation_lag_and_factors,1,directional_spread,GS,high_minus_low,high_sales_growth,SENT_ORTH_DIV_PREMIUM_innovation_lag,-2.7254144748151843,1.1167504590471309,-2.4404865498247914,240,0.03581073514370259,HAC_Newey_West,4,1.225420445084581,-2.224064798124917,0.012,1000,6,20260510,1000,True,-1.0,2.4404865498247914,2.224064798124917,True,True,True,False,
sentiment_innovation_directional_spread,dividend_premium_macro_adjusted_fixed_pca_innovation,SENT_ORTH_DIV_PREMIUM_INNOVATION,SENT_ORTH_DIV_PREMIUM_innovation_lag,True,False,portfolio_return_window,portfolio_return_window_on_SENT_ORTH_DIV_PREMIUM_innovation_lag_and_factors,1,directional_spread,GS,high_minus_low,high_sales_growth,RMRF,0.1380538051520695,0.07164195941663341,1.92699650143875,240,0.03581073514370259,HAC_Newey_West,4,0.07533272702345684,1.8325873840871683,0.084,1000,6,20260510,1000,False,,,,False,False,False,False,
sentiment_innovation_directional_spread,dividend_premium_macro_adjusted_fixed_pca_innovation,SENT_ORTH_DIV_PREMIUM_INNOVATION,SENT_ORTH_DIV_PREMIUM_innovation_lag,True,False,portfolio_return_window,portfolio_return_window_on_SENT_ORTH_DIV_PREMIUM_innovation_lag_and_factors,1,directional_spread,GS,high_minus_low,high_sales_growth,SMB,-0.003132387580064663,0.07428176012957867,-0.04216900050026359,240,0.03581073514370259,HAC_Newey_West,4,0.07561034466635896,-0.04142802937728632,0.924,1000,6,20260510,1000,False,,,,False,False,False,False,
